,Year,"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Land under cereal production (hectares),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
131,2009.0,98.44657259,15.160836957999999,3.705861671,36890.0,645863.2,349.19682058,42.726967122,15813.7125,72.271897618,14800.2892,2.117134873,3.333123518,12.99794665,24585226860.0,85.94054265,2.897182179,0.033730574,2884000.0,18.1,22756929.0,7158.3,95.73,29.95798701,46.02654557,25.85913303,46.95668,483.0790569,95.11,0.065294088,649.97,995450.0,3179076.0,94.26,0.808679492,341009.14865175996,12.1543393876,5818.13263042,48702261.0,56.961,1.989517513,11.356379192,1001450.0
132,2010.0,99.11786259,16.097307326,3.687779396,36710.0,821950.8,355.25458634,47.782208514,14881.2575,77.949255272,14403.5022,2.909640627,3.216629801,13.34075916,29214083485.0,85.8974359,2.8861319,0.032927456,2873000.0,18.1,19464743.0,6504.3,88.42,28.27635415,42.84797017,24.64750589,42.77267581,473.3727811,90.02,0.065940027,656.4,995450.0,2992580.0,96.42,0.801647496,356753.92921176,13.8613119948,12016.66873982,49717297.0,56.981,2.062744461,12.6555820458,1001450.0
133,2011.0,99.20967946,16.099809448,3.636546286,36200.0,830483.0,359.23750656000004,52.65910324400001,16114.105,83.652115216,14991.039,2.612285036,2.99470037,13.8691051,32729655766.0,84.99651082,2.820834798,0.031479802,2808000.0,18.1,22014225.25,7246.3,93.19,29.23910679,43.35727488,25.67035214,45.64780171,503.5612536,93.28,0.062480285,621.96,995450.0,3037991.0,97.97,0.815711487,468474.74079176004,14.0652412792,14035.821851819997,50844031.0,57.0,2.240983042,13.174383286400001,1001450.0
134,2012.0,99.8258394,16.097307326,3.712893666,36960.0,830483.0,359.23750656000004,47.782208514,16730.335,77.949255272,14558.3728,2.376238413,2.854400364,11.27276423,31464163763.0,85.06224066,2.841930785,0.03100601,2829000.0,18.1,23755745.0,7269.0,97.68,27.07135045,37.59647159,24.4370792,45.02206762,462.990456,98.38,0.059020543,587.52,995450.0,3268112.0,101.24,0.870962881,468474.74079176004,14.0652412792,14035.821851819997,52056284.0,57.054,2.35627867,13.174383286400001,1001450.0
135,2013.0,99.85911388,16.097307326,3.748023507,37309.7,830483.0,359.23750656000004,52.65910324400001,16087.74,83.652115216,14626.9128,2.009598678,2.87354646,11.27434814,32519065558.0,85.06849315,2.720347581,0.02900012,2707970.0,18.1,24123416.0,7285.3,94.03,27.9587974,42.85705018,24.09782222,46.84554025,536.74893,96.03,0.055560802,553.08,995450.0,3311233.0,102.19,1.027675925,468474.74079176004,14.0652412792,14035.821851819997,53325312.0,57.107,2.408559741,13.174383286400001,1001450.0
136,2014.0,99.72505554,15.269170725999999,3.73217138,37151.9,830483.0,359.23750656000004,52.65910324400001,15994.055,83.652115216,14743.252,2.139928945,3.273880865,11.33770549,34647507444.0,84.82993197,2.652257773,0.027619268,2640190.0,18.1,23323608.72,7085.0,99.07,27.54776527,43.20365993,23.41355788,44.08482995,546.9682106,99.73,0.05210106,518.64,995450.0,3291950.0,102.59,1.079913607,637218.6693317599,14.1181158028,15737.470234019998,54641528.0,57.161,2.438306448,13.078614296200001,1001450.0
137,2015.0,99.44955868,15.954908073999999,3.807199859,37898.771,989652.8,419.95522259999996,50.37683484,15374.085,82.081125456,15312.1936,2.539124369,2.822802066,11.39406107,37528228896.0,84.37077131,2.878976443,0.029326296,2865877.1,18.1,23141275.32,7117.3,101.99,25.8150815,40.15822465,22.03757265,62.2911039,569.4591719,101.5,0.048641318,484.2,995450.0,3251394.0,99.65,0.928223417,971206.1986,1.019646422,10095.76556,55912672.0,57.215,2.299686526,2.594006203,1001450.0
138,2016.0,100.0,15.954908073999999,3.750831684,37337.654,989652.8,419.95522260000007,50.37683484,15570.9875,82.081125456,15671.4028,2.30860537,2.583758813,11.7693176,39126121615.0,84.27118644,2.799503139,0.02792797,2786765.4,18.1,23385497.4,7251.5,98.94,25.57382766,38.36815072,22.08803726,53.13863713,568.0420749,98.77,0.045185594,449.8,995450.0,3224925.0,97.76,0.951328545,637218.66933176,14.1181158028,15737.470234019998,57144318.0,57.268,2.178891774,13.078614296199998,1001450.0
139,2017.0,100.0,16.513252828,3.854506806,38369.688,821950.8,355.25458634,43.114909628,14776.6275,72.48414038,15492.8114,1.77962389,2.877173001,10.98638056,27286079280.0,79.16129032,2.925278819,0.028607784,2911968.8,18.1,22923640.0,7400.6,100.63,25.06179137,36.96772801,21.82138852,43.30035738,574.1819761,100.98,0.045185594,449.8,995450.0,3097555.0,102.48,0.929227987,356753.92921176,13.8613119948,12016.66873982,58320229.0,57.295,2.036905158,12.6555820458,1001450.0
140,2018.0,100.0,16.097307326,3.880656989,38630.0,821950.8,355.25458634,47.782208514000004,13166.8375,77.949255272,14674.8908,1.67449206,2.655419644,10.83024909,28439002983.0,79.16129032,3.06293636,0.029390568,3049000.0,18.1,17565644.01,6776.0,96.26,21.68119709,21.36510675,21.75247325,42.47384583,535.2902591,96.36,0.045185594,449.8,995450.0,2592349.0,98.94,0.817720629,356753.92921176,13.8613119948,12016.66873982,59439309.0,57.296,1.900676087,12.6555820458,1001450.0
141,2019.0,100.0,15.269170725999999,3.939926666,39220.0,830483.0,359.23750656000004,52.65910324400001,9870.73,83.652115216,12802.6164,1.69230515,2.524749499,10.69713544,34089504499.0,79.16129032,3.233713396,0.030477566,3219000.0,18.1,21910886.31,6047.0,101.22,21.15802537,21.364541,21.11892763,42.29117318,504.7219633,100.63,0.045185594,449.8,995450.0,3623430.0,99.76,0.70621327,468474.74079176004,14.0652412792,14035.821851819997,60487813.0,57.27,1.748613156,13.174383286400001,1001450.0
142,2020.0,100.0,16.639659677999997,3.989150635,39710.0,1009109.8,435.451504,49.663022336,9946.13,81.289649074,12775.3792,1.73654168,2.624118439,11.1668239,42860262452.0,79.16129032,3.380380732,0.031312481,3365000.0,18.1,22458982.11,7166.1,101.83,20.37913023,19.50989751,20.53969515,42.85604271,496.1367013,104.38,0.045185594,449.8,995450.0,3134051.0,110.92,0.608769903,637218.66933176,14.1181158028,15737.470234019998,61488326.0,57.217,1.640542893,13.078614296199998,1001450.0
143,2021.0,100.0,13.436076981999998,4.049424883,40310.0,1022979.6,448.98141732000005,48.915197904,16282.256,80.324823368,19753.56176,1.440251919,2.426372485,11.43693261,48569423646.0,86.888847066,3.091064343,0.028161621,3077000.0,701.4,23093888.43,7338.5,104.17,19.28917091,18.96526626,19.35250628,42.85604271,542.5739357,109.2,0.045185594,449.8,995450.0,3146954.0,122.85,0.95836054,728678.27731176,11.7652176888,8495.75440922,62430223.0,57.138,1.520216541,11.751932331199999,1001450.0
144,2022.0,83.16317669600001,13.554640448,14.8911300536,2791.2200000000003,1022979.6,448.98141732000005,48.915197903999996,14444.664499999999,80.324823368,19807.60108,1.004337556,2.48289042,10.94575348,52183630173.0,86.439869374,9.6736264804,0.0655492262,84880.0,774.4,23938176.55,7418.5,105.25,18.65741398,18.10434956,18.77153281,191.32169628,52.094333334,109.07,27.740115882599998,5846.26,90760.0,3226804.0,119.36,3.9292371245999993,728678.27731176,11.7652176888,8495.75440922,63300985.0,57.033,1.385138878,11.751932331199999,92362.0
145,2023.0,23.608830851,14.323603744000001,70.844349182,327403.3334,247238.2,153.05877922,41.102902212000004,8233.5575,80.33133330999999,9815.154480000001,2.5602309934,1.0184772095999999,16.28612317,2623539718.8,76.550597896,51.568706930000005,0.10722248859999998,1272200.0,593.0,14712427.0,2695.0,93.34400000000001,30.196516229999997,35.93569307200001,27.851756885999997,165.29162498,131.816194438,89.19000000000001,10.1150438388,23699.260000000002,344236.0,5809980.6,81.15,6.9092457332,515517.794728,1.1668913908,4280.2511644999995,4349220.4,14.168000000000001,-0.571121947,0.7742537062,924423.2
146,1999.0,83.16317669600001,8.5380367078,43.15728882,29990.0,18147.0,229.7088608,17.36770692,1277.0625,70.41420118,1188.275,2.931863226,0.742594085,24.7217175,692214488.7,70.0315823,11.36854224,0.190032118,790000.0,1026.0,771064.0,2110.2,181.52,52.25329261,54.15844721,50.40819679,42.59850905,50.63291139,159.29,39.7146352,27597.7,69490.0,365395.0,129.15,3.885451144,88040.43717376,14.767786281,4503.2549807000005,1958910.0,47.121,-1.544639763,11.9054358282,69700.0
147,2000.0,99.72492606,8.5380367078,43.17167938,30000.0,17199.0,216.8852459,18.24324324,1352.6375,68.92655367,1221.9788,2.99976223,0.672131917,20.6020089,629901340.8,72.26881982,11.41171392,0.194499514,793000.0,1026.0,417752.0,1369.0,133.87,52.16938513,57.73224433,47.17480659,42.0,52.96343001,133.26,39.72657936,27606.0,69490.0,305159.0,132.35,3.871060584,67850.02386,1.317678433,911.8188334,1931011.0,47.362,-1.434449614,0.763789289,69700.0
148,2001.0,99.71337963,8.5380367078,43.21485106,30030.0,17838.0,224.3773585,21.21684867,1363.325,74.35897436,1164.7926,2.160794641,0.913488702,20.96194186,674861807.7,69.57509833,11.44049504,0.198038399,795000.0,1026.0,703620.0,2012.2,138.57,52.78725722,52.84142491,52.73624195,71.6112532,35.22012579,138.41,39.81551302,27667.8,69490.0,349670.0,137.94,3.856670024,88040.43717376002,14.767786281,4503.2549807000005,1910922.0,47.602,-1.045785186,11.9054358282,69700.0
149,2002.0,99.78973486,8.5380367078,43.22924162,30040.0,21860.0,273.59199,21.99687988,1406.4625,74.35897436,1160.3822,2.227435781,0.897131182,19.24087983,653375385.7,66.82243988,11.49805727,0.200828701,799000.0,1026.0,661681.0,1860.1,122.2,53.77341406,55.30631379,52.34699059,31.80722892,33.04130163,131.44,39.90444668,27729.6,69490.0,355719.0,143.88,3.813498345,88040.43717376002,14.767786281,4503.2549807000005,1892142.0,47.559,-0.987632743,11.9054358282,69700.0
150,2003.0,100.0,8.5380367078,43.25802274,30060.0,18500.0,230.6733167,21.41802068,1445.9475,73.85620915,1130.4928,2.844850103,0.396789534,19.30150278,770395917.3,64.00888883,11.54122895,0.20294878,802000.0,1026.0,741924.0,2136.9,159.48,54.89328636,56.85700181,53.09157965,14.98511111,14.36907731,154.88,39.99338034,27791.4,69490.0,347198.0,148.2,3.799107785,88040.43717376,14.767786281,4503.2549807000005,1864034.0,47.17,-1.496656423,11.9054358282,69700.0
151,2004.0,99.93,8.5380367078,35.861275,24920.0,15096.0,333.9823009,21.7257319,1409.1625,67.26190476,1127.334,2.240782595,0.468178749,16.39506123,840306761.3,61.13240203,6.504533026,0.115090621,452000.0,1026.0,662715.0,2003.4,122.47,54.00066214,56.50056257,51.63757302,15.1187882,31.46681416,132.35,40.082314,27853.2,69490.0,330792.0,145.51,1.439055979,94995.49880776,11.83717038,3615.7129556,1837288.0,46.782,-1.445238514,11.408216006,69700.0
152,2005.0,97.49122395,8.5380367078,36.26421068,25200.0,17600.0,374.4680851,23.3937397,1424.0525,65.40540541,1207.4066,2.127027059,0.368074333,14.76994037,946887886.7,58.19084391,6.763563103,0.120436575,470000.0,1026.0,680281.0,2011.6,169.18,54.33696856,57.20888889,51.6427446,22.68507196,53.28723404,159.7,40.17124766,27915.0,69490.0,338185.0,146.44,1.582961577,94995.49880776,11.83717038,3615.7129556,1810550.0,46.395,-1.465990478,11.408216006,69700.0
153,2006.0,100.0,3.971405878,36.23542956,25180.0,20000.0,432.9004329,22.09302326,1328.62,60.55555556,1087.4318,2.257560963,0.477293451,11.19877592,867373273.8,58.19084391,6.648438624,0.119061517,462000.0,1026.0,320140.0,1583.8,93.33,55.30818531,57.39570443,53.37065134,17.22493293,47.52813853,101.22,40.26018132,27976.8,69490.0,202130.0,111.61,1.669304936,94995.49880776,11.83717038,3615.7129556,1785270.0,46.008,-1.406100223,11.408216006,69700.0
154,2007.0,100.0,4.171632896,36.221039,25170.0,27500.0,593.9524838,21.08843537,1241.6975,57.14285714,995.8862,2.283671098,0.59581221,9.195706669,935472902.6,58.19084391,6.662829184,0.119943277,463000.0,1026.0,418724.0,2114.5,118.6,53.42994952,56.61401735,50.53106642,14.51957943,41.33909287,115.71,40.34911498,28038.6,69490.0,198022.0,111.56,1.640523816,94995.49880776,11.83717038,3615.7129556,1761043.0,45.621,-1.366341714,11.408216006,69700.0
155,2008.0,100.0,4.017501989,36.17786732,25140.0,19739.2,393.19532388,20.86206897,1209.2925,53.75722543,934.9452,1.785455359,0.528630348,8.131628475,1040453665.0,58.19084391,6.605266945,0.119268828,459000.0,1026.0,467110.63,2090.4,97.45,51.34896991,54.34338647,48.74132746,14.04913083,40.15135076,99.98,40.43804864,28100.4,69490.0,223450.0,103.09,1.654914376,101723.32481776,12.151039899999999,3729.4463617199995,1740846.0,45.235,-1.15350452,11.467675289799999,69700.0
156,2009.0,100.0,8.5380367078,35.94761836,24980.0,19739.2,393.19532388,41.758503061999996,1183.3475,72.82346691999999,924.843,1.867193197,0.636195626,8.101301012,872260604.2,54.86794403,6.23111239,0.113516633,433000.0,1026.0,375640.19,1907.8,91.41,49.34880175,52.13563626,46.89287071,16.09525636,48.34180139,92.81,40.5269823,28162.2,69490.0,196900.0,94.45,1.798819974,94995.49880776,11.83717038,3615.7129556,1710767.0,44.85,-1.7429394,11.408216006,69700.0
157,2010.0,100.0,8.5380367078,35.40077709,24600.0,19739.2,393.19532388,58.21837068,1210.9825,81.27215484599999,930.6242,1.036422649,0.709161987,8.450801041,1034649916.0,51.43446367,5.684271118,0.1043126,395000.0,1026.0,220200.0,1271.4,80.73,48.08711721,50.01897709,46.32607082,12.95931585,46.88767089,88.64,40.61591596,28224.0,69490.0,173200.0,99.01,1.798819974,101723.32481776,12.151039899999999,3729.4463617199995,1683754.0,44.465,-1.591598357,11.467675289799999,69700.0
158,2011.0,100.0,2.6636616682000005,35.14750324,24424.0,19739.2,393.19532388,64.020387766,1229.4975,83.914421228,930.6838,0.847065881,0.822837314,9.131941583,1379606818.0,47.88478954,5.430997266,0.100467437,377400.0,1026.0,404700.0,2201.3,99.86,48.62087461,52.06607648,45.54858769,10.68674864,46.52461579,96.62,40.61591596,28224.0,69490.0,183847.0,92.07,1.798819974,101723.32481776,12.151039899999999,3729.4463617199995,1655877.0,44.081,-1.669504655,11.4676752898,69700.0
159,2012.0,100.0,2.6636616682000005,35.0410131,24350.0,19739.2,393.19532388,64.02038776599998,1348.2,83.914421228,1020.8288,0.883666466,0.823902149,8.175617854,1348063113.0,44.21292187,5.324507123,0.099225664,370000.0,1026.0,377300.0,2186.4,94.73,47.1285562,50.90966605,43.839697,13.74709556,58.07832432,91.62,40.61591596,28224.0,69490.0,172567.0,87.28,1.798819974,101723.32481776,12.151039899999999,3729.4463617199995,1629406.0,43.697,-1.611524662,11.4676752898,69700.0
160,2013.0,100.0,2.6636616682000005,35.7763707,24861.0,19739.2,393.19532388,62.68200726799999,1377.6,83.21866482600001,1090.3224,0.936080621,0.660935484,8.61641445,1481167523.0,40.4124406,5.982155706,0.111817408,415700.0,1026.0,490624.35,2200.6,126.77,47.32597021,50.36975762,44.61041619,18.91290799,73.40668752,112.71,40.61591596,28224.0,69490.0,222950.0,93.4,1.870772773,101723.32481776,12.151039899999999,3729.4463617199995,1610308.0,43.315,-1.179006618,11.4676752898,69700.0
161,2014.0,100.0,2.6636616682000005,34.76759246,24160.0,17397.8,352.29470145399995,62.68200726800001,1421.4375,83.21866482600001,1080.4884,0.964498737,0.743585825,8.52621771,1502944780.0,36.4764679,5.252554324,0.098133738,365000.0,1026.0,378206.12,2032.8,100.78,46.05985799,49.05186455,43.37180867,15.31549061,68.68312329,100.2,40.61591596,28224.0,69490.0,186050.0,99.4,1.582961577,101723.32481776,12.151039899999999,3729.4463617199995,1596856.0,42.933,-0.838876895,11.4676752898,69700.0
162,2015.0,100.0,9.7501579198,34.79781263,24181.0,19739.2,393.19532388,55.18176595999999,1192.9225,80.320682948,934.9452,1.037170968,0.895062303,7.813761603,1168444421.0,32.39762663,5.291408836,0.098704096,367700.0,1026.0,363416.42,1959.4,101.65,44.04818297,47.11679301,41.24405449,14.65885297,64.46682078,102.1,40.61591596,28224.0,69490.0,185472.0,102.78,1.582961577,68068.72537,1.314953535,909.9332345,1585179.0,42.552,-0.733936139,0.812659071,69700.0
163,2016.0,100.0,8.5380367078,34.45100014,23940.0,19739.2,393.19532388,54.618000224,1195.7675,80.173549512,948.3552,1.297066971,0.761409862,7.296573278,1104817839.0,28.16799421,4.950352569,0.092286932,344000.0,1026.0,431206.97,2514.5,97.56,43.81421982,45.69442231,42.08061327,21.01429434,75.11976744,97.7,40.61591596,28224.0,69490.0,171486.0,97.82,1.582961577,101723.32481776,12.151039899999999,3729.4463617199995,1571628.0,42.163,-0.858530992,11.467675289799999,69700.0
164,2017.0,100.0,8.5380367078,34.31860699,23848.0,19739.2,393.19532388,58.21837068,1159.8875,81.272154846,891.4074,0.978251127,0.7789498,6.240186843,1013571401.0,35.39027886,4.662541373,0.086909778,324000.0,1026.0,295207.81,1976.2,81.82,43.12726997,45.68974809,40.85325898,15.46186618,65.57719136,89.17,40.61591596,28224.0,69490.0,149384.0,99.05,1.738379623,101723.32481776,12.151039899999999,3729.4463617199995,1557150.0,41.769,-0.925479746,11.467675289799999,69700.0
165,2018.0,100.0,2.6636616682000005,34.16606706,23742.0,19739.2,393.19532388,55.18176595999999,1100.115,80.320682948,864.5874,0.750884409,0.823154203,6.762198595,1189938844.0,35.4606853,4.475464096,0.083455229,311000.0,1026.0,370940.58,2531.2,103.77,38.89952984,41.36322103,36.6361273,12.60587222,68.79173633,104.3,40.61591596,28224.0,69490.0,146549.0,104.74,1.772916966,101723.32481776,12.151039899999999,3729.4463617199995,1541599.0,41.368,-1.003703788,11.467675289799999,69700.0
166,2019.0,100.0,8.5380367078,34.14304216,23726.0,19739.2,393.19532388,54.618000224,1066.32,80.173549512,832.2544,0.656550356,0.782414436,6.504589187,1136380108.0,37.59207195,4.417901856,0.08252331,307000.0,1026.0,371418.45,2536.5,107.22,38.14710212,40.19054091,36.27905532,12.12787743,68.56680782,105.76,40.61591596,28224.0,69490.0,146432.0,103.45,1.80745431,101723.32481776,12.151039899999999,3729.4463617199995,1523815.0,40.961,-1.160313062,11.467675289799999,69700.0
167,2020.0,100.0,8.5380367078,34.21931213,23779.0,19739.2,393.19532388,55.18176595999999,1053.0625,80.32068294799998,1023.779,0.525297348,0.803447411,7.28866813,1154738045.0,42.80470696,4.461073536,0.083272535,310000.0,1026.0,412325.81,2645.9,126.5,41.05473381,42.75316052,39.49204162,30.92116959,178.1970645,116.34,40.61591596,28224.0,69490.0,155833.0,102.35,1.840552597,101723.32481776,12.151039899999999,3729.4463617199995,1509450.0,40.547,-0.947171275,11.467675289799999,69700.0
168,2021.0,100.0,2.6636616682000005,34.24809325,23799.0,19739.2,393.19532388,62.01437729199999,1715.3917388000002,85.380048672,1183.0941828,0.69827736,0.820360586,6.466328464,1204635971.0,42.55696356799999,4.489854655,0.084128555,312000.0,1120.8,437428.28,2748.8,126.82,40.72773503,42.69202715,38.89581318,18.26561331,48.714333334,117.43,40.61591596,28224.0,69490.0,159136.0,104.5,1.840552597,101723.32481776,12.151039899999999,3729.4463617199995,1488191.0,40.128,-1.418405768,11.467675289799999,69700.0
169,2022.0,83.16317669600001,2.6636616682000005,21.929703011999997,7284.42,19739.2,393.19532388,62.68200726799999,1303.874,83.218664826,1001.9236800000001,0.689710133,0.760010351,5.968461856,1479032062.0,50.363219967999996,9.388576140199998,0.0866798142,167940.0,1195.2,377724.18,2406.8,119.42,39.91160465,41.44398165,38.50072081,328.198738028,38.605670838,113.64,35.8631918752,11490.619999999999,22568.0,156939.0,105.66,3.8867250126000004,101723.32481776,12.151039899999999,3729.4463617200004,1473975.0,39.703,-0.959845542,11.467675289799999,24212.0
170,2023.0,23.608830851,14.323603744000001,70.844349182,327403.3334,247238.2,153.05877922,41.102902212000004,8233.5575,80.33133330999999,9815.154480000001,2.5602309934,1.0184772095999999,16.28612317,2623539718.8,76.550597896,51.568706930000005,0.10722248859999998,1272200.0,593.0,14712427.0,2695.0,93.34400000000001,30.196516229999997,35.93569307200001,27.851756885999997,165.29162498,131.816194438,89.19000000000001,10.1150438388,23699.260000000002,344236.0,5809980.6,81.15,6.9092457332,515517.794728,1.1668913908,4280.2511644999995,4349220.4,14.168000000000001,-0.571121947,0.7742537062,924423.2
171,1999.0,100.0,19.437478505999998,67.26144298,86700.0,249819.0,904.4858798,41.00529101,4649.815,67.26190476,4598.2294,3.619074889,1.612389723,5.783494705,8246620053.0,88.65867324,21.42746315,0.256650949,2762000.0,652.0,4553770.02,3648.8,114.26,17.37151832,19.72650717,16.05661458,142.9878049,169.8044895,106.61,27.69636695,35700.617,128900.0,1248013.0,106.29,8.595810706,175080.63067176,15.128843121799997,13173.26924422,2949028.0,27.403,-0.049834513,13.550489011399998,131960.0
172,2000.0,100.0,19.410035219999997,66.16757176,85290.0,253785.0,925.8847136,40.90909091,4681.2575,68.37349398,4615.0068,3.30812394,1.520906849,5.435248181,7090702845.0,89.1954871,21.26454616,0.253659884,2741000.0,652.0,4926526.58,3868.8,114.94,16.75400489,18.62135206,15.7003896,131.0721472,166.3626414,108.19,27.93040807,36002.296,128900.0,1273407.0,109.97,8.634600465,128880.241,3.25368246,4280.042742,2948257.0,27.284,-0.026147626,2.220321555,131960.0
173,2001.0,100.0,19.410035219999997,65.46159814,84380.0,254527.0,935.7610294,43.24577861,4614.43,68.23161189,4442.3754,3.242972859,1.467775958,5.202702096,7091766560.0,89.05097615,21.10162917,0.250411245,2720000.0,652.0,4938620.09,3847.6,112.37,15.32496048,16.58313029,14.61305063,129.4294294,158.4558824,105.58,28.16436695,36303.869,128900.0,1283550.0,110.13,8.782001552,175080.63067175998,15.1288431218,13173.26924422,2942226.0,27.087,-0.204771056,13.5504890114,131960.0
174,2002.0,100.0,19.513146854000002,64.72459271,83430.0,256858.0,945.3735738,43.25842697,4616.8175,68.68217054,4386.56,2.668904608,1.638246475,4.987113605,7708292425.0,90.93854628,21.07835531,0.249219824,2717000.0,652.0,4825424.23,3747.2,112.59,14.53848654,15.79687102,13.81469111,207.5220423,154.1108944,106.71,28.39832661,36605.443,128900.0,1287733.0,111.16,8.758727696,175080.63067176,15.128843121799997,13173.26924422,2910513.0,26.697,-1.083708341,13.550489011399998,131960.0
175,2003.0,100.0,15.88705768,64.01861908,82520.0,257737.0,950.3576696,42.76377218,4576.895,69.02927581,4323.235,3.351938778,1.329093638,4.9997836,10118069083.0,88.56755066,21.03956555,0.248168249,2712000.0,652.0,4707635.05,3693.6,102.42,14.19172859,15.28037133,13.55662278,141.1345685,152.6589971,100.86,28.63228549,36907.016,128900.0,1274545.0,115.4,8.782001552,470119.25367176003,14.631704374999998,14801.351653820002,2875284.0,26.311,-1.217790233,13.136229959,131960.0
176,2004.0,100.0,17.605861972,62.68425136,80800.0,258476.0,983.1723089,43.11926606,4704.6775,68.14449918,4411.89,3.041800708,1.288637436,4.275407568,10302174376.0,89.34685645,20.39565555,0.239978655,2629000.0,652.0,5068320.56,4017.4,106.44,11.48245912,12.47762252,10.88967065,175.0864499,156.654089,102.13,28.86624515,37208.59,128900.0,1261582.0,111.47,8.782001552,470119.25367176003,14.631704374999998,14801.351653820002,2840339.0,25.927,-1.222804073,13.136229959,131960.0
177,2005.0,100.0,16.61461587,62.10240497,80050.0,259766.0,984.3349754,42.31830727,4596.6975,66.8907563,4178.3474,2.416723329,1.243886135,4.284223524,10619537148.0,90.11239447,20.47323507,0.240186091,2639000.0,652.0,5073515.28,4049.8,110.81,11.33904126,12.30859564,10.75488872,188.1573957,138.7238348,106.7,29.10020403,37510.163,128900.0,1252779.0,114.22,8.813033359,488309.74031176,14.727524293599998,15749.277115820001,2807039.0,25.548,-1.179322013,12.824269915599999,131960.0
178,2006.0,100.0,18.64428335,61.0007758,78630.0,259613.0,1004.694272,41.95612431,4594.2125,66.13756614,4058.8494,2.403194215,1.191974977,3.20123832,8756882696.0,88.83075404,20.04654771,0.234475056,2584000.0,652.0,4685375.99,3918.9,101.59,11.01331372,11.83239267,10.50833262,381.3380266,133.3236842,101.82,29.33416292,37811.736,128900.0,1195590.0,111.44,8.828549263,470119.2536717599,14.631704374999998,14801.35165382,2774156.0,25.173,-1.178363433,13.136229959,131960.0
179,2007.0,100.0,18.6766413,60.14740109,77530.0,249133.8,480.1524653199999,42.98808433,4693.8525,65.44789762,4277.8496,1.592632275,1.213397606,3.037347757,9686187939.0,87.83243507,19.91466253,0.232339799,2567000.0,652.0,4612071.19,3929.9,97.64,10.6127924,11.0558215,10.33740765,510.6254805,139.708882,97.77,29.56812258,38113.31,128900.0,1173584.0,107.61,8.797517455,470119.25367176003,14.631704374999998,14801.351653820002,2740132.0,24.801,-1.234046237,13.136229959,131960.0
180,2008.0,100.0,18.62348178,59.4026377,76570.0,249133.8,480.1524653199999,42.71217712,4626.305,67.49116608,4055.9588,1.599398647,1.061258113,2.807249908,9991246357.0,87.21440954,19.82932506,0.23073088,2556000.0,652.0,5567223.68,4515.8,98.97,10.62014108,10.81032638,10.49945207,472.5886769,118.2211268,100.84,29.80208146,38414.883,128900.0,1232843.0,110.36,8.828549263,470119.25367176003,14.631704374999998,14801.351653820002,2706538.0,24.432,-1.233576699,13.136229959,131960.0
181,2009.0,100.0,18.22751323,58.65011637,75600.0,252166.8,650.2675381199999,62.082003524,4633.27,81.265953876,3851.2924,2.204830388,0.967858017,2.804954206,9293051712.0,86.59869541,19.75950349,0.229314496,2547000.0,652.0,5243740.08,4266.2,100.14,11.08648132,10.94643061,11.17810167,630.6866263,108.7593954,102.53,30.03604112,38716.457,128900.0,1229150.0,110.71,8.836307215,470119.2536717599,14.631704374999998,14801.35165382,2673237.0,24.068,-1.238022978,13.136229959,131960.0
182,2010.0,100.0,18.32020296,58.09930178,74890.0,250259.6,633.5334331399999,57.16575245600001,4699.945,76.652858638,4065.5842,2.465462163,1.054822554,2.988332844,8879082827.0,85.98527973,19.91466253,0.230817489,2567000.0,652.0,4722507.58,4064.9,99.52,11.87424487,11.75907225,11.95120531,185.1916724,126.1878886,103.01,30.27,39018.03,128900.0,1161764.0,110.16,8.820791311,470119.25367176003,14.631704374999998,14801.351653820002,2636648.0,23.708,-1.378168421,13.136229959,131960.0
